Country Name;Country Code;Series Name;Series Code;1996 [YR1996];1998 [YR1998];2000 [YR2000];2002 [YR2002];2003 [YR2003];2004 [YR2004];2005 [YR2005];2006 [YR2006];2007 [YR2007];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017];2018 [YR2018];2019 [YR2019];2020 [YR2020];2021 [YR2021];2022 [YR2022];2023 [YR2023];growth rate
Afghanistan;AFG;Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval;GE.PER.RNK.UPPER;1,639344215;2,732240438;2,732240438;8,648648262;29,18918991;36,31840897;21,56862831;14,14634132;16,9902916;13,10679626;12,44019127;12,91866016;13,27014256;15,16587639;14,69194317;16,34615326;14,76190472;18,5714283;15,23809528;11,90476227;12,38095284;11,4285717;11,4285717;8,490566254;6,603773594;5,805603955
Afghanistan;AFG;Government Effectiveness: Standard Error;GE.STD.ERR;0,187617555;0,302315533;0,331546426;0,259350628;0,298997641;0,235708386;0,220314458;0,263611019;0,314759344;0,275009871;0,239676759;0,232904166;0,237974882;0,226352304;0,221870199;0,234368801;0,24326928;0,233129948;0,235358536;0,245759964;0,245669454;0,278917849;0,299894482;0,28496027;0,291137189;1,830787435
Afghanistan;AFG;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;-2,417309523;-2,427354574;-2,438968897;-2,035033703;-2,198372364;-2,295682192;-2,06750989;-2,219134569;-2,41337347;-2,69136095;-2,71142149;-2,579151869;-2,502059698;-2,418561459;-2,519349098;-2,411068439;-2,56262517;-2,662156105;-2,794975519;-2,753441334;-2,65253973;-2,702721119;-2,518676043;-2,544955969;-2,484080553;0,113530992
Afghanistan;AFG;Political Stability and Absence of Violence/Terrorism: Number of Sources;PV.NO.SRC;2;2;2;2;2;4;4;4;3;3;4;4;4;5;6;6;6;6;6;6;6;5;5;5;5;3,817878049
Afghanistan;AFG;Political Stability and Absence of Violence/Terrorism: Percentile Rank;PV.PER.RNK;2,127659559;0,53191489;0,529100537;1,587301612;2,010050297;1,941747546;2,427184582;1,449275374;1,449275374;0,480769217;0,473933637;1,421800971;1,421800971;1,895734549;1,421800971;2,857142925;0,952380955;0,952380955;0,476190478;0,471698105;0,943396211;0,471698105;1,415094376;0,943396211;1,421800971;-1,679575915
Afghanistan;AFG;Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval;PV.PER.RNK.LOWER;0;0;0;0;0;0,485436887;0,485436887;0,483091801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Afghanistan;AFG;Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval;PV.PER.RNK.UPPER;6,914893627;7,446808338;5,82010603;12,6984129;6,03015089;4,368932247;6,310679436;7,246376991;3,864734411;1,923076868;1,895734549;3,317535639;2,369668245;3,791469097;3,317535639;5,238095284;2,857142925;2,857142925;1,428571463;2,358490467;2,830188751;2,358490467;4,245283127;4,245283127;4,739336491;-1,574085154
Afghanistan;AFG;Political Stability and Absence of Violence/Terrorism: Standard Error;PV.STD.ERR;0,474807203;0,435220897;0,453906059;0,436297506;0,349641562;0,304597765;0,303332567;0,289420217;0,30810529;0,309818059;0,293007612;0,282069832;0,273884326;0,243881539;0,245741248;0,20889461;0,213430002;0,217759669;0,225671604;0,223692611;0,237741798;0,241614357;0,243084475;0,240797773;0,234415784;-2,940885156
Afghanistan;AFG;Regulatory Quality: Estimate;RQ.EST;-2,090330362;-2,062872171;-2,080252647;-1,81154573;-1,463107824;-1,511548996;-1,643440247;-1,689468622;-1,708872318;-1,607166886;-1,664507627;-1,516528249;-1,536323905;-1,192579746;-1,1930902;-1,124133706;-1,018826246;-1,339695096;-1,363010406;-1,138203621;-1,113777995;-1,389163017;-1,311682105;-1,27180624;-1,266425252;-2,088016468
Afghanistan;AFG;Regulatory Quality: Number of Sources;RQ.NO.SRC;1;1;1;2;2;4;4;5;4;5;6;6;6;8;9;9;9;9;9;9;9;8;6;6;6;7,465664455
Afghanistan;AFG;Regulatory Quality: Percentile Rank;RQ.PER.RNK;1,630434752;2,173913002;1,630434752;2,162162066;4,864864826;5,97014904;2,941176414;2,941176414;2,91262126;3,398058176;3,349282265;5,74162674;4,265402794;10,42654037;10,42654037;11,05769253;13,80952358;7,142857075;7,142857075;10,47619057;10,47619057;8,095237732;8,095237732;8,962264061;9,433961868;7,314456021
Afghanistan;AFG;Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval;RQ.PER.RNK.LOWER;0;0;0;0;1,621621609;1,49253726;1,470588207;1,470588207;0,970873773;2,427184582;1,91387558;2,392344475;2,369668245;4,739336491;6,161137581;5,769230843;6,666666508;3,809523821;3,333333254;6,190476418;6,666666508;3,809523821;3,809523821;3,773584843;4,245283127;..
Afghanistan;AFG;Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval;RQ.PER.RNK.UPPER;5,978260994;9,23913002;7,608695507;7,567567348;15,1351347;12,93532372;7,352941036;8,333333015;7,766990185;7,766990185;6,220095634;9,090909004;9,004739761;21,80094719;21,32701492;25,48077011;27,1428566;12,85714245;12,38095284;19,04761887;20;12,38095284;16,19047546;18,39622688;19,3396225;4,891776036
Afghanistan;AFG;Regulatory Quality: Standard Error;RQ.STD.ERR;0,386360377;0,440841854;0,416249961;0,30160898;0,235744685;0,224410236;0,183133483;0,218019515;0,239480734;0,203280687;0,186319426;0,179445863;0,181058943;0,183461115;0,176221237;0,194094315;0,189519569;0,197117642;0,193814442;0,197536752;0,197080895;0,214174584;0,228881583;0,222128779;0,219980091;-2,34680628
Afghanistan;AFG;Rule of Law: Estimate;RL.EST;-1,788075447;-1,734886765;-1,780660748;-1,673473239;-1,5582937;-1,693925261;-1,662965536;-1,879004836;-1,852560043;-1,903307557;-1,876118779;-1,87005806;-1,922500134;-1,651893139;-1,609755158;-1,437701941;-1,516200662;-1,522533655;-1,5811764;-1,689123869;-1,742100477;-1,831406713;-1,877233982;-1,659845591;-1,649640918;-0,335759307
Afghanistan;AFG;Rule of Law: Number of Sources;RL.NO.SRC;3;3;3;4;4;6;7;9;8;9;10;10;10;11;12;11;11;11;11;11;11;10;9;9;9;4,577551203
Afghanistan;AFG;Rule of Law: Percentile Rank;RL.PER.RNK;1,507537723;2;1,49253726;1,99004972;2,98507452;2,403846264;2,392344475;0,478468895;0,478468895;0,480769217;0,473933637;0,473933637;0,469483554;1,408450723;1,877934217;4,326922894;4,285714149;5,714285851;5,238095284;4,285714149;4,285714149;2,380952358;1,90476191;5,188679218;5,188679218;5,150006276
Afghanistan;AFG;Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval;RL.PER.RNK.LOWER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,961538434;0,952380955;1,90476191;1,428571463;1,428571463;1,428571463;0,952380955;0,476190478;1,415094376;1,415094376;..
Afghanistan;AFG;Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval;RL.PER.RNK.UPPER;12,56281376;11,5;9,452735901;11,44278622;16,41790962;6,730769157;7,655502319;2,87081337;5,263157845;3,846153736;2,369668245;2,369668245;1,408450723;5,633802891;6,572770119;9,615385056;8,095237732;9,523809433;8,571428299;6,190476418;5,238095284;4,761904716;4,761904716;7,075471878;7,075471878;-2,392112598
Afghanistan;AFG;Rule of Law: Standard Error;RL.STD.ERR;0,350509405;0,327276677;0,291758239;0,296793252;0,300880134;0,21454069;0,205631986;0,20125398;0,25524345;0,227184698;0,180397958;0,179176971;0,175018921;0,169416144;0,161841258;0,179428965;0,175597548;0,175871208;0,164632753;0,159363657;0,158113196;0,154808372;0,172226161;0,171497703;0,171297327;-2,983278085
Afghanistan;AFG;Voice and Accountability: Estimate;VA.EST;-1,90854013;-2,039301157;-2,031417131;-1,433421016;-1,177571177;-1,203033924;-1,12542963;-1,110293984;-1,057653904;-1,168901801;-1,375495195;-1,404467344;-1,335976958;-1,267430067;-1,240139127;-1,135522604;-1,117628098;-1,037836909;-0,990954161;-1,007686734;-1,006712914;-1,078266859;-1,568389416;-1,753528714;-1,85290134;-0,123274656
Afghanistan;AFG;Voice and Accountability: Number of Sources;VA.NO.SRC;4;4;4;6;5;7;8;9;10;10;10;10;10;11;12;10;10;10;10;10;10;9;9;9;9;3,378875901
Afghanistan;AFG;Voice and Accountability: Percentile Rank;VA.PER.RNK;1;0,49751243;0,99502486;9,452735901;14,42786026;15,38461494;14,90384579;17,78846169;18,75;14,42307663;9,478672981;9,952606201;11,26760578;14,08450699;14,55399036;16,25615692;18,71921158;20,6896553;22,1674881;20,38834953;21,25603867;19,8067627;7,246376991;2,415458918;1,960784316;2,80560231
Afghanistan;AFG;Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval;VA.PER.RNK.LOWER;0;0;0;2,98507452;6,965174198;7,211538315;8,17307663;8,653845787;10,09615421;9,134614944;6,161137581;5,687203884;7,042253494;6,572770119;8,450704575;9,359605789;10,83743858;13,30049229;14,28571415;13,5922327;15,45893764;13,52657032;1,449275374;0;0;..
Afghanistan;AFG;Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval;VA.PER.RNK.UPPER;9,5;4,975124359;5,4726367;14,92537308;24,37810898;21,63461494;23,55769157;25;25;21,63461494;14,21800995;13,74407578;15,96244144;16,43192482;17,37089157;21,67487717;22,66009903;23,64532089;24,63054276;25,24271774;24,63768196;23,67149734;12,56038666;6,76328516;4,411764622;-3,195904367
Afghanistan;AFG;Voice and Accountability: Standard Error;VA.STD.ERR;0,261457115;0,256089628;0,254042536;0,189453408;0,207045421;0,175590158;0,173295274;0,150166392;0,14550525;0,143898979;0,147714823;0,143254608;0,14380087;0,134757057;0,123408079;0,132244244;0,134657204;0,129952088;0,130852878;0,134245068;0,12715739;0,131653771;0,134160057;0,132442236;0,129422471;-2,929951057
Albania;ALB;Control of Corruption: Estimate;CC.EST;-0,893903494;-0,992024779;-0,855563641;-0,845340908;-0,853786588;-0,723731816;-0,813263893;-0,790545285;-0,706940055;-0,60521239;-0,54527092;-0,531616509;-0,701794147;-0,778729439;-0,751372695;-0,586571813;-0,545140803;-0,472373724;-0,48138684;-0,546018898;-0,564274073;-0,57353878;-0,577179968;-0,408189446;-0,332218528;-4,124186883
Albania;ALB;Control of Corruption: Number of Sources;CC.NO.SRC;3;4;5;5;6;8;9;11;11;11;11;11;12;13;12;11;11;11;11;11;11;9;9;9;9;4,577551203
Albania;ALB;Control of Corruption: Percentile Rank;CC.PER.RNK;19,35483932;18,18181801;23,93617058;24,33862495;22,7513237;27,58620644;22,92682838;22,92682838;28,64077759;33,98058319;34,92823029;37,1428566;24,64455032;25,11848259;24,17061615;34,13461685;36,19047546;37,61904907;40,47618866;33,33333206;31,90476227;31,90476227;31,90476227;38,679245;43,39622498;3,364291553
Albania;ALB;Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval;CC.PER.RNK.LOWER;2,688172102;1,069518685;5,319149017;5,82010603;6,878306866;15,27093601;13,65853691;16,09756088;18,44660187;20,38834953;22,48803902;23,33333397;18,95734596;17,06161118;16,587677;23,55769157;25,23809433;27,61904716;26,66666603;24,2857151;24,2857151;22,8571434;21,4285717;26,88679314;29,71698189;10,01190507
Albania;ALB;Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval;CC.PER.RNK.UPPER;43,01075363;34,22459793;40,95744705;38,62434006;38,09523773;39,40886688;35,12195206;36,09756088;37,86407852;41,74757385;48,80382919;47,61904907;39,33649445;34,59715652;35,54502487;43,75;45,7142868;47,61904907;46,19047546;43,33333206;43,33333206;43,33333206;45,23809433;50;51,88679123;0,781725353
Albania;ALB;Control of Corruption: Standard Error;CC.STD.ERR;0,315914035;0,233191833;0,234359592;0,217465132;0,19936946;0,18523328;0,160477266;0,152563944;0,155251458;0,144490749;0,149075106;0,145589307;0,140435025;0,128089383;0,131900236;0,132691354;0,13384746;0,138196006;0,126292422;0,135464042;0,146142572;0,149950817;0,162054539;0,158062413;0,158822015;-2,865358178
Albania;ALB;Government Effectiveness: Estimate;GE.EST;-0,688587904;-0,732602537;-0,917780161;-0,624333382;-0,563986719;-0,408371657;-0,696387231;-0,580952644;-0,427722543;-0,367063493;-0,25594148;-0,279453218;-0,202177078;-0,268925011;-0,324457377;-0,04977081;0,027575254;0,029082362;0,098552845;0,080524534;-0,062300701;-0,155121222;-0,035985023;0,064540535;0,250855356;..
Albania;ALB;Government Effectiveness: Number of Sources;GE.NO.SRC;2;2;3;4;4;5;6;8;8;8;8;8;8;9;9;8;8;7;7;7;7;6;6;6;6;4,577551203
Albania;ALB;Government Effectiveness: Percentile Rank;GE.PER.RNK;25,68305969;24,59016418;19,67213058;30,27026939;35,13513565;44,27860641;29,90196037;34,14634323;41,26213455;42,71844482;48,80382919;44,01913834;48,3412323;44,54976273;44,07582855;53,36538315;54,2857132;55,23809433;57,61904907;55,23809433;49,04761887;48,09523773;50,95238113;56,13207626;60,37735748;3,561593916
Albania;ALB;Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval;GE.PER.RNK.LOWER;15,8469944;9,289617538;4,371584892;15,1351347;16,21621704;21,8905468;14,21568584;20;22,81553459;25,24271774;32,53588486;30,62200928;34,59715652;31,7535553;29,85782051;37,01922989;40,47618866;38,57143021;41,42856979;42,38095093;35,23809433;31,4285717;34,2857132;35,84905624;42,92453003;4,151931681
Albania;ALB;Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval;GE.PER.RNK.UPPER;38,25136566;46,44808578;38,25136566;47,02702713;54,05405426;57,71144104;44,11764526;45,85365677;52,42718506;56,79611588;58,85167313;58,37320709;60,66350555;59,24170685;55,92417145;65,86538696;66,66666412;67,14286041;67,61904907;68,09523773;64,76190186;60,95238113;66,19047546;68,39622498;75;2,805453543
Albania;ALB;Government Effectiveness: Standard Error;GE.STD.ERR;0,181661412;0,260438412;0,277303487;0,232496977;0,259703934;0,267923802;0,208881721;0,195805669;0,223805815;0,227469414;0,221125662;0,223780468;0,220576465;0,20950608;0,205520526;0,232806295;0,232484981;0,219895527;0,22223182;0,224907726;0,233651787;0,256430537;0,258553922;0,267504096;0,280171365;1,805236878
Albania;ALB;Political Stability and Absence of Violence/Terrorism: Estimate;PV.EST;-0,336625129;-0,544004202;-0,539989591;-0,297719181;-0,30978024;-0,427259684;-0,505047977;-0,508157313;-0,203974649;-0,030500913;-0,045140512;-0,191482902;-0,282379419;-0,143631592;0,091929786;0,485986233;0,341639042;0,337447882;0,373770744;0,366779268;0,110105053;0,088612519;0,196371928;0,106261313;0,183348969;..
Albania;ALB;Political Stability and Absence of Violence/Terrorism: Number of Sources;PV.NO.SRC;3;3;3;3;3;4;5;6;6;6;6;6;7;8;8;8;8;8;8;8;7;6;6;6;6;2,888113252
Albania;ALB;Political Stability and Absence of Violence/Terrorism: Percentile Rank;PV.PER.RNK;35,63829803;28,72340393;29,62962914;33,86243439;36,18090439;30,09708786;29,61165047;29,95169067;37,68115997;43,26922989;42,18009567;38,3886261;37,44075775;40,28435898;49,28910065;61,42856979;58,09523773;57,61904907;59,52381134;58,49056625;51,88679123;50;52,35848999;49,52830124;51,6587677;1,546829526
Albania;ALB;Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval;PV.PER.RNK.LOWER;17,02127647;13,29787254;13,22751331;20,1058197;22,11055183;18,93203926;18,44660187;17,87439537;24,63768196;29,80769157;28,90995216;25,59241676;24,64455032;29,85782051;36,4928894;52,38095093;46,66666794;47,1428566;46,66666794;48,11320877;37,26415253;35,84905624;40,56603622;35,84905624;40,28435898;3,589579834
Albania;ALB;Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval;PV.PER.RNK.UPPER;57,44680786;48,40425491;50,79365158;57,67195892;51,25628281;48,54368973;45,63106918;42,99517059;50,72463608;57,69230652;57,34597015;52,13270187;50,23696518;53,55450058;62,55924225;74,2857132;67,14286041;69,04762268;70,47618866;69,3396225;60,84905624;60,84905624;63,679245;60,84905624;63,5071106;0,417885161
Albania;ALB;Political Stability and Absence of Violence/Terrorism: Standard Error;PV.STD.ERR;0,421715975;0,381433338;0,396205485;0,392881572;0,330509543;0,316001296;0,300349623;0,273782998;0,26269111;0,26359117;0,264739305;0,260473907;0,250866294;0,221984327;0,228019789;0,196386188;0,201144516;0,206087306;0,213935971;0,212329432;0,229536057;0,232480288;0,234710082;0,23304978;0,227244794;-2,576267568
Albania;ALB;Regulatory Quality: Estimate;RQ.EST;-0,474401653;-0,441555828;-0,415910125;-0,311400771;-0,490216553;-0,187491566;-0,400731236;-0,148599386;0,034550302;0,137666509;0,241446003;0,233281955;0,283972561;0,240491986;0,254160255;0,279037684;0,174237311;0,186607629;0,220610321;0,256079823;0,272065461;0,221967235;0,175859392;0,159353822;0,171953663;..
Albania;ALB;Regulatory Quality: Number of Sources;RQ.NO.SRC;4;4;5;6;6;7;8;9;9;9;9;9;10;11;11;10;10;9;8;8;8;7;7;7;7;2,33173245
Albania;ALB;Regulatory Quality: Percentile Rank;RQ.PER.RNK;30,43478203;32,06521606;33,69565201;41,62162018;35,67567444;47,76119232;41,17647171;50,49019623;53,88349533;56,79611588;59,80861282;58,37320709;60,66350555;58,76777267;61,13743973;62,98077011;59,52381134;60,95238113;61,90476227;62,8571434;61,90476227;58,57143021;58,57143021;57,54716873;58,49056625;2,721997419
Albania;ALB;Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval;RQ.PER.RNK.LOWER;15,76086998;16,30434799;16,30434799;25,40540504;21,08108139;31,84079552;25;36,76470566;45,63106918;50;51,67464066;52,1531105;52,60663605;51,6587677;51,6587677;50;48,09523773;48,57143021;48,57143021;49,52381134;49,52381134;45,23809433;46,19047546;43,86792374;44,3396225;4,309785024
Albania;ALB;Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval;RQ.PER.RNK.UPPER;57,60869598;54,89130402;57,60869598;57,29729843;49,7297287;58,20895386;51,47058868;55,39215851;61,65048599;65,04854584;68,42105103;66,98564911;69,19431305;68,2464447;67,77251434;70,67308044;67,14286041;68,09523773;70,95237732;71,90476227;72,38095093;71,90476227;70,47618866;68,86792755;68,86792755;0,743821036
Albania;ALB;Regulatory Quality: Standard Error;RQ.STD.ERR;0,327361286;0,32403782;0,306227416;0,236241996;0,195296124;0,200131208;0,169427544;0,188687876;0,194529891;0,19348973;0,18272467;0,18045947;0,173817784;0,181479484;0,181836665;0,197846994;0,19354853;0,196718767;0,206036955;0,206044436;0,203257471;0,221013695;0,220166966;0,225545198;0,225275651;-1,557248517
Albania;ALB;Rule of Law: Estimate;RL.EST;-0,6844818;-0,929671705;-1,020667672;-0,762321413;-0,716323495;-0,701032341;-0,763833165;-0,703135848;-0,661545992;-0,600079298;-0,494370162;-0,385760486;-0,442926466;-0,519839764;-0,518828869;-0,311199099;-0,3196868;-0,322631985;-0,414191574;-0,414752036;-0,426317364;-0,378028214;-0,28071627;-0,165585101;-0,164097369;-5,950842049
Albania;ALB;Rule of Law: Number of Sources;RL.NO.SRC;6;6;8;9;9;10;11;13;13;13;13;14;15;16;15;13;13;11;11;11;11;10;10;10;10;2,128440099
Albania;ALB;Rule of Law: Percentile Rank;RL.PER.RNK;28,64321518;19,5;18,9054718;26,86567116;28,35820961;29,32692337;28,7081337;28,22966576;30,14354134;34,13461685;37,91469193;42,65402985;41,31455231;39,90610504;38,96713638;44,23077011;44,2857132;41,90476227;38,57143021;37,1428566;38,09523773;40;42,8571434;47,16981125;45,75471878;1,951576381
Albania;ALB;Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval;RL.PER.RNK.LOWER;16,58291435;9;6,467661858;14,92537308;16,41790962;16,34615326;14,83253574;19,1387558;20,09569359;21,63461494;27,48815155;31,7535553;30,04694748;27,69952965;26,7605629;33,65384674;32,8571434;30,47619057;28,09523773;27,1428566;26,19047546;29,52380943;32,38095093;38,679245;36,79245377;3,320499392
Albania;ALB;Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval;RL.PER.RNK.UPPER;42,21105576;35;31,84079552;38,80596924;42,28855896;42,30769348;39,23445129;41,62679291;42,10526276;43,75;47,39336395;50,23696518;48,82629013;46,00938797;46,00938797;54,32692337;53,33333206;52,38095093;48,57143021;48,57143021;48,09523773;48,09523773;52,38095093;54,71697998;54,24528122;1,045140979
Albania;ALB;Rule of Law: Standard Error;RL.STD.ERR;0,246615291;0,243024543;0,21771954;0,209525004;0,212129742;0,198606133;0,193423539;0,159931242;0,158681855;0,156924397;0,150769502;0,145244271;0,137255862;0,131550968;0,134991586;0,143011957;0,145075724;0,164430588;0,151939988;0,144228548;0,146381766;0,142121807;0,14896521;0,157532021;0,159582436;-1,813620689
Albania;ALB;Voice and Accountability: Estimate;VA.EST;-0,648297846;-0,387372851;-0,285138667;-0,00815021;0,070307687;0,007237499;0,003671788;0,07588996;0,113008469;0,174939081;0,141477332;0,123838224;0,062333763;0,022064038;0,048864443;0,143689781;0,157135263;0,171097502;0,203885168;0,188786596;0,141965285;0,086325444;0,085588962;0,141740188;0,168997228;..
Albania;ALB;Voice and Accountability: Number of Sources;VA.NO.SRC;5;5;6;7;8;9;11;13;13;13;13;14;15;16;15;12;12;12;12;12;11;10;10;10;10;2,888113252
Albania;ALB;Voice and Accountability: Percentile Rank;VA.PER.RNK;29,5;38,80596924;41,29353333;48,25870514;50,24875641;49,03845978;51,44230652;49,03845978;51,92307663;53,36538315;54,02843475;54,02843475;52,11267471;50,70422363;51,17370987;50,24630356;52,70935822;52,21674728;54,18719101;52,91262054;52,17391205;51,20772934;50,24154663;52,17391205;53,92156982;2,513084653
Albania;ALB;Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval;VA.PER.RNK.LOWER;16,5;27,36318398;30,84577179;41,29353333;41,79104614;39,90384674;40,38461685;41,82692337;45,19230652;45,67307663;45,0236969;44,07582855;43,19248962;43,66197205;43,19248962;46,79803085;45,81280899;45,81280899;46,30541992;44,6601944;42,99517059;40,57971191;41,06280136;42,99517059;45,58823395;4,234538645
Albania;ALB;Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval;VA.PER.RNK.UPPER;40,5;48,75621796;51,74129486;56,71641922;60,19900513;58,17307663;59,13461685;56,25;57,21154022;58,17307663;57,81990433;57,34597015;55,86854553;56,33802795;56,33802795;59,11330032;58,62068939;57,63546753;59,11330032;59,70873642;57,48792267;57,00482941;56,52173996;58,45410538;59,31372452;1,58974478
Albania;ALB;Voice and Accountability: Standard Error;VA.STD.ERR;0,225410879;0,233763546;0,196420565;0,169131875;0,167301029;0,175275072;0,171999812;0,135304466;0,134594038;0,134313121;0,136983663;0,130565852;0,126827046;0,11787165;0,117732719;0,12490277;0,12733683;0,12273524;0,124352448;0,127507076;0,121750042;0,125114322;0,126745909;0,124358691;0,123266228;-2,514909985
Algeria;DZA;Control of Corruption: Estimate;CC.EST;-0,56674093;-0,916649282;-0,987298191;-0,928754985;-0,715244472;-0,699272692;-0,466420472;-0,564962566;-0,592309475;-0,633444846;-0,614938259;-0,552147269;-0,572699666;-0,521544516;-0,472966939;-0,613117993;-0,639462769;-0,673700511;-0,598896265;-0,658903956;-0,656169534;-0,666826963;-0,635961413;-0,638041079;-0,589308321;0,162696778
Algeria;DZA;Control of Corruption: Number of Sources;CC.NO.SRC;4;4;4;4;6;8;8;9;10;10;10;10;11;12;12;11;10;10;10;9;8;6;7;7;8;2,888113252
